simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	gps_time	geocent_end_time	geocent_end_time_ns
1130	2.1539093	0.46768821	2.6642966	280.84612	1.6183891	1.4665704	0.19448034	-0.056616123	1003472637.966502	1003472637	975765705
1134	4.6855237	0.72791323	0.96684636	388.65772	1.6555042	1.6096412	-0.017746387	-0.27311044	1021288409.064642	1021288409	83831072
1145	2.1296764	-0.57450167	0.43383431	688.42563	1.802313	1.7233856	-0.0016162745	-0.03713593	1004489045.784587	1004489045	764346123
1164	6.0604071	-0.47755148	0.2346249	396.04343	2.7625497	2.0078424	-0.10388723	-0.091730651	1013234487.322421	1013234487	304788589
1172	3.8240387	-0.25949979	2.4535767	207.39082	1.3093132	1.2641491	0.20890403	0.0054011919	1007016008.93625	1007016008	922385454
1180	1.4266842	-1.3575707	1.0758658	362.64017	2.567117	2.4790109	0.036732241	0.0040892096	1018928102.496552	1018928102	488886356
1204	0.97261499	0.71341181	2.509168	1013.9122	3.0539239	2.0393906	0.27715289	0.001786171	1013985049.473208	1013985049	494341135
1212	1.419871	-1.3684356	2.1345337	458.72832	2.2736727	2.0334412	-0.035888322	0.028671473	1019309874.07824	1019309874	65224051
1213	5.5359843	0.73950755	0.19542372	821.68536	2.2084396	1.9069165	-0.046548553	0.030927246	1020355606.565099	1020355606	572479248
1243	5.3197008	0.44987752	1.3553502	139.79153	1.9391297	1.2017983	0.23523619	-0.073376629	1025428017.150536	1025428017	170235872
1244	3.5397801	0.68883229	0.57979026	706.76454	2.7311442	2.4152091	-0.23298852	0.08015118	1023417671.162032	1023417671	182643056
1264	0.66627845	0.37944218	1.259583	115.77937	1.5227594	1.2837242	-0.057312874	0.30691963	1006043984.814141	1006043984	825801015
1273	4.4191588	-0.50021355	0.71534571	326.50807	2.120492	1.6276312	0.064792432	0.0195267	1029650020.902447	1029650020	892123342
1290	5.4433902	-0.568859	2.9905089	1034.9842	1.8848507	1.5033265	0.028617989	-0.21779936	1005830639.637048	1005830639	622739911
1306	5.3723851	-0.05485666	0.74116606	351.40664	2.4662898	2.2234324	-0.029068584	0.3334652	1026746312.178998	1026746312	179706931
1310	0.56429511	1.5065237	0.93670882	346.65642	2.4990563	2.2687489	-0.086222083	-0.14880936	1021205782.395733	1021205782	409342051
1321	4.1521491	0.78223604	2.5512574	364.08735	1.529395	1.3459181	-0.028233447	-0.12733882	1017411864.920343	1017411864	935262442
1336	4.6767594	-0.55385234	2.2643729	256.13261	2.4780278	2.3769522	-0.012464771	-0.067148035	1028053246.01655	1028053246	321388
1337	5.424538	0.42259946	0.71516248	407.53196	1.5476978	1.398225	0.011500908	-0.024701185	1000943076.538964	1000943076	563812494
1347	0.30860949	0.72077903	2.0264961	340.92199	1.6431315	1.4063307	-0.12791562	-0.014010055	1000463552.603387	1000463552	623632908
1353	0.71935032	0.90101237	2.0139749	342.25796	2.2011343	1.2046603	0.017869414	-0.36083413	1026995096.893098	1026995096	909942508
1357	3.2351463	0.79173946	2.1359017	288.24738	2.0950285	1.5250923	0.0075201293	0.0025484573	1008160981.611768	1008160981	629608870
1364	0.31749767	-0.748923	0.74429062	656.15409	2.4219663	2.2715954	-0.29564858	0.014179082	1001779691.580624	1001779691	564494014
1365	3.7151058	0.066282727	0.65497545	367.8143	2.0071575	1.8375575	-0.022679689	-0.050821918	1017872216.676326	1017872216	668166399
1371	4.7608238	0.42780669	0.97456285	472.42023	2.4979061	2.0496292	0.15634631	0.062324968	1026264532.212964	1026264532	224388599
1380	1.8626617	-0.40080171	0.68270513	971.34996	1.6239228	1.565083	0.12419031	0.038431472	1025415197.758083	1025415197	737931967
1389	1.5132737	-0.90530526	0.46163863	757.29624	1.750968	1.3907793	0.051128804	0.13988355	1003274062.101778	1003274062	84208727
1413	5.0660818	0.76865132	2.3219305	757.45313	2.4399283	1.9733052	-0.033337719	0.0026127827	1027472834.161931	1027472834	159788132
1417	6.0790541	0.051053379	1.0739874	329.12107	2.1483319	1.3477832	-0.021578961	-0.022295502	1022159705.630871	1022159705	645842791
1422	1.9872925	0.28000714	0.88569443	4966.2915	3.5122327	2.1149275	-0.040654564	0.00047190581	1017789819.820682	1017789819	812800407
1423	5.0307377	0.2230838	2.6239343	124.24661	1.5341666	1.2420771	-0.087397075	-0.063549461	1000491949.992499	1000491950	10335565
1436	2.2992724	1.0494953	2.0633941	428.50637	2.6628458	1.8339437	0.28151854	-0.036889974	1008690039.975872	1008690039	987649560
1443	3.3970638	-1.1646312	0.70779116	573.36886	2.583892	1.6874302	0.0045880605	0.18198339	1022420132.726478	1022420132	709604383
1446	5.4278049	0.0098404134	1.2516496	249.68426	2.2366855	1.352686	-0.09023049	0.0046212812	1002166202.116381	1002166202	130206943
1450	0.97037198	0.12312776	2.5988245	413.44238	2.6062534	2.4004047	0.14193808	-0.0027915855	1002999954.018753	1002999954	1217961
1462	5.52101	0.74576328	0.84950818	243.41059	1.8662603	1.5397124	-0.074183796	0.0619805	1001980770.993132	1001980771	8471370
1484	5.6911094	-0.23174965	2.6396265	1264.6241	2.540114	1.698303	0.16221566	-0.12861121	1006867646.126751	1006867646	117720008
1510	5.9984364	-0.18345913	2.4028809	556.89397	2.1232158	1.4745441	-0.10726907	0.10866639	1015091997.19471	1015091997	204750657
1526	2.1836246	0.68044777	2.6616974	999.84962	3.0673206	2.6255728	-0.59695682	-0.072824211	1028152548.213324	1028152548	232278705
1528	3.5675071	0.50901989	2.47313	551.31915	2.8416766	2.1622518	-0.050178189	-0.00081235907	1016518342.357641	1016518342	375845075
1536	2.6427983	-0.50498109	2.5140869	765.99648	1.9326314	1.888029	-0.12731359	0.057799553	1027763045.145137	1027763045	126895070
1548	1.4040136	-0.032029157	0.36540993	1108.1288	3.628772	2.4054848	0.55451677	0.13902806	1029121779.825232	1029121779	813831925
1561	2.1132379	0.14390924	0.6031779	281.25799	1.4066634	1.3323948	-0.071858025	0.25423246	1027320435.472396	1027320435	461091042
1565	5.065992	0.1265409	2.3061831	133.20377	1.4082744	1.2130956	-0.10744524	0.0016472954	1030381348.880483	1030381348	870916843
1567	2.0999546	-0.39507036	2.5478134	573.9729	1.7311553	1.5119953	-0.011938611	-0.040002137	1011036658.261397	1011036658	247042894
1571	2.2475212	-0.4652587	0.26305959	685.16058	1.5468738	1.5358203	0.053186127	0.14713681	1029907236.551268	1029907236	535560250
1583	2.8255455	-0.20780154	2.7553613	252.87445	2.4227696	2.133288	0.012038627	-0.0073567496	1030193003.040232	1030193003	47287822
1584	2.1241873	-1.008386	2.5002177	682.19688	2.6310224	2.0370248	0.15766528	0.040344095	1001981865.666651	1001981865	650571704
1586	2.8454484	0.45729695	1.186721	538.17249	2.1165144	2.0982085	0.32888524	0.016291518	1015106675.367518	1015106675	376719713
1590	5.8650421	-1.1335024	0.81738826	356.58037	1.9710789	1.2931323	0.039811857	0.11901684	1027458244.471885	1027458244	453061581
1613	2.5893758	-0.22713025	0.32904342	688.60608	1.9520128	1.8202357	0.085689682	0.008498219	1028534560.105423	1028534560	83218455
1616	3.0973606	1.25063	1.9427592	496.7771	2.9485899	2.257382	-0.50231956	0.30192592	1007997439.478877	1007997439	497977614
1627	2.2247078	-0.93296318	0.71432233	335.23655	2.6480035	1.3819556	-0.036673294	-0.1035362	1023265536.733583	1023265536	720513940
1628	3.758324	1.1568703	2.7428007	419.58913	2.5231029	2.4422927	0.26012683	-0.15432581	1003698543.965697	1003698543	979425669
1632	0.35003558	-0.36817553	2.9710712	101.80346	1.37842	1.3503636	0.21279012	-0.10312569	1028809761.019687	1028809761	11506796
1635	1.558052	0.5771233	0.73504983	356.25262	1.6872893	1.6424311	0.0084166639	-0.21805764	1019424145.769898	1019424145	788195848
1653	4.6790763	-0.65114072	1.2039284	261.90031	2.4611329	1.7282933	0.25487181	-0.0015236548	1001234867.386158	1001234867	371299386
1661	1.2233969	0.33322751	0.50364811	344.11055	2.2892728	1.2835603	-0.071400747	0.18444356	1014786468.455593	1014786468	467941523
1664	0.21272735	-0.24837043	0.40391921	402.06479	2.1231412	1.9448665	0.048614767	0.079082981	1016802051.792664	1016802051	792356610
1665	2.4882165	-0.79690327	3.0221582	1201.517	2.0022802	1.4686764	-0.24898861	-0.0012184337	1012853969.525741	1012853969	513838053
1676	2.4240731	-0.20109683	2.1039967	428.50503	2.1639444	1.5322523	-0.15976647	-0.014190756	1024219298.26677	1024219298	245282054
